NewUID,sample_id,replicate,ScientificName_WFO,lma,lma_ratio,leaf_dry_wgt_g,weight_dev,leaf_area_cm2,area_dev,suspected_bad,cv,flag_high_cv,confidence
730_12_htr,730_12_htr_RDG,3,Pentzia incana,0.007002188,0.48731487734045964,0.032,0.3575520046180836,4.57,0.701624034837144,area,0.36394455986585844,TRUE,both
813_3_htr,813_3_htr_MAL,2,Ehrharta calycina,0.009659091,0.48307681674231745,0.068,0.04182017569462706,7.04,0.971591584814246,area,0.38487288513598367,TRUE,both
627_9_hangklip,627_9_hangklip_CM,10,Grubbia tomentosa,0.022050562,0.48192980846105987,0.157,0.19723234743804768,7.12,0.6976563014310397,area,0.47642066954006773,TRUE,both
724_4_cederberg,724_4_cederberg_SM,7,Ficinia bulbosa,0.015416667,0.4754673062210676,0.074,2.1169761214933533,4.8,1,weight,0.44258283581444674,TRUE,both
705_17_langeberg,705_17_langeberg_CM,1L,Tetraria fimbriolata,0.022421525,0.47520246603556077,0.1,0.18903382439001687,4.46,0.4699830218056876,area,0.4784580171860371,TRUE,both
825_1_htr,825_1_htr_NRS,2,Pteronia empetrifolia,0.013275316,0.4746321161302575,0.0839,0.7026865983254631,6.32,0.2552938741847665,weight,0.5522414729035522,TRUE,both
816_7_cape_point,816_7_cape_point_c,1,Corymbium glabrum,0.03,0.4741481807420307,0.018,3.120093845490306,0.6,2.0473057147783567,weight,0.3688627193963251,TRUE,both
703_25_baviaanskloof,703_25_baviaanskloof_JL,1,Anthonya parviloba,0.005242718,0.4729167743482929,0.027,0.8149681061674793,5.15,0.2485404388487459,weight,0.41164300742518506,TRUE,both
705_17_langeberg,705_17_langeberg_CM,2L,Tetraria fimbriolata,0.022291022,0.4724365815818923,0.072,0.6629650127224294,3.23,0.0044734765793078505,weight,0.4784580171860371,TRUE,both
627_9_hangklip,627_9_hangklip_CM,5,Grubbia tomentosa,0.021582734,0.47170511403228654,0.39,1.3127095648579836,18.07,2.0413036613292417,area,0.47642066954006773,TRUE,both
806_22_htr,806_22_htr_EPO,3,Cephalophyllum framesii,0.054273504,0.46916737624335264,0.127,0.15597355605971658,2.34,0.6854893766751206,area,0.4423866054703691,TRUE,both
811_9_htr,811_9_htr_HKM,1,Oxalis obtusa,0.002788104,0.46569665738147603,0.015,0.09310940439148147,5.38,1.0026840845712115,area,0.37911404691799394,TRUE,both
721_10_baviaanskloof,721_10_baviaanskloof_HK,3,Crassula biplanata,0.01085044,0.4642744494393642,0.037,0.49098635251214257,3.41,0.518810165716229,area,0.5782261557809573,TRUE,both
824_19_htr,824_19_htr_RDG,3,Selago articulata,0.019688474,0.46175624906473334,0.0632,1.32147147356977,3.21,0.015645180876835432,weight,0.5539149471083766,TRUE,both
626_3_hangklip,626_3_hangklip_TEM,2,Centella triloba,0.006284153,0.45803313450849786,0.046,1.4248052755276648,7.32,0.2257671481171046,weight,0.3892447490671803,TRUE,both
731_5_cederberg,731_5_cederberg_SM,4c,Ficinia brevifolia,0.020982443,0.45595869277912016,0.5617,0.6353553284057666,26.77,1.051011068946853,area,0.5844674900885654,TRUE,both
627_16_hangklip,627_16_hangklip_CC,1,Platylophus trifoliatus,0.00531965,0.4534694012897962,0.565,0.538480712316358,106.21,1.6794036947910254,area,0.5317696982557619,TRUE,both
818_65_htr,818_65_htr_EPO,1,Nemesia cheiranthus,0.001966292,0.4496635685041668,0.007,1.4020984435713455,3.56,0.31380021400396196,weight,0.4174214494804296,TRUE,both
730_14_cederberg,730_14_cederberg_JS,4l,Schoenus compar,0.018587361,0.4482310974558996,0.2,0.20789285164133287,10.76,0.6705829262744397,area,0.410988907358844,TRUE,both
703_28_baviaanskloof,703_28_baviaanskloof_JL,1,Pelargonium peltatum,0.002934407,0.44180656961369047,0.051,2.024542184262792,17.38,1.045148548618384,weight,0.5330792361590263,TRUE,both
627_9_hangklip,627_9_hangklip_CM,1,Grubbia tomentosa,0.02006006,0.4384260534274532,0.334,1.089083543582425,16.65,1.9232293324232663,area,0.47642066954006773,TRUE,both
808_21_htr,808_21_htr_EPO,1,Aptosimum spinescens,0.00929368,0.43639716148009283,0.025,0.84799690655495,2.69,0.42041067137769556,weight,0.524966815942436,TRUE,both
620_40_hangklip,620_40_hangklip_CM,5,Lanaria lanata,0.013290018,0.43489089235481665,0.9,0.5432209010479472,67.72,0.3434178085004265,weight,0.43736367014757005,TRUE,both
805_16_htr,805_16_htr_MAL,3,Lycium cinereum,0.007583774,0.43087616284706726,0.043,0.23194672804969702,5.67,0.982297998266541,area,0.4055411221258201,TRUE,both
627_9_hangklip,627_9_hangklip_CM,3,Grubbia tomentosa,0.019589552,0.4281427858028277,0.105,0.777607578663552,5.36,0.2880120609224144,weight,0.47642066954006773,TRUE,both
816_21_cape_point,816_21_cape_point_c,3,Erica axillaris,0.009038462,0.4267089633643192,0.047,1.4340958350945285,5.2,0.3461386484792369,weight,0.5172544120842582,TRUE,both
625_11_hangklip,625_11_hangklip_ET,3,Gnidia oppositifolia,0.006324111,0.4257570839948644,0.048,1.4037221860510096,7.59,0.1718245343577941,weight,0.5740993897275797,TRUE,both
825_11_htr,825_11_htr_NRS,2,Stipagrostis ciliata,0.021652778,0.4206322945450098,0.1559,0.458337552052471,7.2,0.7931484295593304,area,0.51321761600992,TRUE,both
724_4_cederberg,724_4_cederberg_SM,5,Ficinia bulbosa,0.013527397,0.41720009985121626,0.079,2.0226487389452004,5.84,0.7170660367285011,weight,0.44258283581444674,TRUE,both
824_7_cape_point,824_7_cape_point_a,2,Ficinia stolonifera,0.023529412,0.4137931082996433,0.036,0.31194400631474,1.53,1.584962500721156,area,0.5863812263141372,TRUE,both
819_12_cape_point,819_12_cape_point_c,1,Ficinia capitella,0.027542373,0.4124202736873536,0.065,0.6300503902496944,2.36,1.763701976638334,area,0.5308977392192286,TRUE,both
620_4_hangklip,620_4_hangklip_HKM,5,Ficinia ramosissima,0.010526316,0.41189932263456375,0.02,0.4639470997597903,1.9,1.6629650127224291,area,0.4351345004105448,TRUE,both
629_6_hangklip,629_6_hangklip_EFG,2,Kiggelaria africana,0.00662061,0.41105311884670365,0.115,1.5807747037577224,17.37,0.24289161785354463,weight,0.39798613258634274,TRUE,both
701_15_baviaanskloof,701_15_baviaanskloof_KE,1,Crassula perforata,0.006438127,0.4069903737739009,0.077,1.0278342081967256,11.96,0.31711107858958676,weight,0.4922498251754856,TRUE,both
724_9_cederberg,724_9_cederberg_SM,5,Solanum tomentosum,0.011128776,0.3990067618648056,0.21,0.5572175102382518,18.87,0.7681365415512574,area,0.510888396432757,TRUE,both
710_18_langeberg,710_18_langeberg_CM,5,Restio hystrix,0.042813456,0.3987463164870653,0.56,0.629772922215203,13.08,0.7597557027063457,area,0.4640636264603488,TRUE,both
724_24_cederberg,724_24_cederberg_SM,5l,Ficinia dunensis,0.017902098,0.39441794803786795,0.128,1.4346282276367246,7.15,0.07470662300617617,weight,0.39567052697053373,TRUE,both
627_5_hangklip,627_5_hangklip_CM,2,Restio perplexus,0.0125,0.3906062386940978,0.047,2.022839976358111,3.76,0.6463097533608069,weight,0.48661078820626164,TRUE,both
620_40_hangklip,620_40_hangklip_CM,3,Lanaria lanata,0.011847025,0.38767165507223705,1.109,0.2419584421032744,93.61,0.8104984909280449,area,0.43736367014757005,TRUE,both
730_13_cederberg,730_13_cederberg_JS,4,Anthonya contracta,0.006750572,0.38147480241844706,0.059,1.1672055000887205,8.74,0.08761760087799476,weight,0.35259554097938856,TRUE,both
814_12_htr,814_12_htr_RDG,3,Senecio cardaminifolius,0.001766004,0.3805603900670516,0.032,0.39231742277876014,18.12,0.9984084995177127,area,0.45294227287701955,TRUE,both
721_4_baviaanskloof,721_4_baviaanskloof_HK,2,Cliffortia drepanoides,0.006060606,0.3785231571957848,0.072,0.3138907758219442,11.88,1.086324799824372,area,0.45450514119099716,TRUE,both
620_9_hangklip,620_9_hangklip_HKM,4,Carpobrotus acinaciformis,0.06976977,0.371511705842888,0.697,1.1324139821673258,9.99,0.2682426968365551,weight,0.674630319475865,TRUE,both
625_11_hangklip,625_11_hangklip_ET,6,Gnidia oppositifolia,0.005414013,0.3644867061299663,0.034,1.9012218455218264,6.28,0.44515986088163334,weight,0.5740993897275797,TRUE,both
625_11_hangklip,625_11_hangklip_ET,1,Gnidia oppositifolia,0.005401235,0.3636264549390422,0.035,1.8594016698271993,6.48,0.3999306068886354,weight,0.5740993897275797,TRUE,both
703_17_baviaanskloof,703_17_baviaanskloof_HK,1,Eragrostis curvula,0.007112069,0.35271221506626954,0.066,0.723790205418473,9.28,0.7972850634400183,area,0.5226920778281812,TRUE,both
731_17_htr,731_17_htr_HKM,3,Pentameris rupestris,0.01242515,0.34814049200357555,0.083,1.0802877889576357,6.68,0.3042195086472368,weight,0.7181415209383397,TRUE,both
709_24_langeberg,709_24_langeberg_JAS,2,Pentameris macrocalycina,0.00886918,0.341807763723097,0.04,2.074676686294496,4.51,0.452143055894037,weight,0.39207779166317946,TRUE,both
703_15_langeberg,703_15_langeberg_EFG,4,Ficinia acuminata,0.005963303,0.32636495906142143,0.039,1.2768402053588244,6.54,0.3169732129445976,weight,0.8039746082763475,TRUE,both
724_4_cederberg,724_4_cederberg_SM,9,Ficinia bulbosa,0.010544218,0.3251955126661095,0.093,1.7872706760142718,8.82,0.12225575005099784,weight,0.44258283581444674,TRUE,both
725_25_cape_point,725_25_cape_point_c,1,Pentameris scabra,0.021666667,0.325000003375,0.013,0.24100809950379498,0.6,1.862496476250065,area,0.7204484131300792,TRUE,both
625_11_hangklip,625_11_hangklip_ET,5,Gnidia oppositifolia,0.004804046,0.32342199818080236,0.038,1.7407571733285805,7.91,0.11224672530046852,weight,0.5740993897275797,TRUE,both
724_24_cederberg,724_24_cederberg_SM,4l,Ficinia dunensis,0.013571429,0.2990049087052039,0.038,3.186700714193139,2.8,1.4272230377269617,weight,0.39567052697053373,TRUE,both
702_17_baviaanskloof,702_17_baviaanskloof_DEB,3,Anthospermum galioides,0.003076923,0.29232037024246665,0.018,1.7725895038969277,5.85,0.003703968763418634,weight,0.5364551545835758,TRUE,both
620_10_hangklip,620_10_hangklip_HKM,3,Othonna quinquedentata,0.005950653,0.28982903765352497,0.041,2.407319586118007,6.89,0.6370559619722563,weight,0.39127432980503846,TRUE,both
818_47_htr,818_47_htr_EPO,1,Stipagrostis zeyheri,0.050271739,0.27595334527554644,0.185,0.11967023066261662,3.68,0.4281649332644562,area,1.120272865581258,TRUE,both
724_9_cederberg,724_9_cederberg_SM,3,Solanum tomentosum,0.007668161,0.27493123143713105,0.342,0.2108381947083656,44.6,2.009085828758479,area,0.510888396432757,TRUE,both
703_4_langeberg,703_4_langeberg_EFG,5,Protea cynaroides,0.008658228,0.27162856471534647,0.855,1.5019046778283642,98.75,0.39968206269789786,weight,0.3867417104885774,TRUE,both
724_9_cederberg,724_9_cederberg_SM,6,Solanum tomentosum,0.007233408,0.2593437682029884,0.194,0.6715501857172469,26.82,1.2753513558552858,area,0.510888396432757,TRUE,both
818_47_htr,818_47_htr_EPO,2,Stipagrostis zeyheri,0.047368421,0.2579607934501348,0.234,0.4068403463122243,4.94,1.2306908085182817,area,1.120272865581258,TRUE,both
